OID_,zone,ZONE_CODE,COUNT,AREA,MEAN,STD
141,Mi_26_100,36,3479,31311,0.353730861,0.230014028
142,Mi_27_100,37,3474,31266,0.420258163,0.249205797
143,Mi_11_100,38,3484,31356,0.054651427,0.16328222
144,Mi_09_100,39,3474,31266,0.117899678,0.223566221
145,Mi_37_100,40,3484,31356,0.054626069,0.150835657
146,Mi_16_100,41,3477,31293,0.159025281,0.249039591
147,Mi_08_100,42,3483,31347,0.337808809,0.275023861
148,Mi_17_100,43,3481,31329,0.462909315,0.256657502
149,Mi_21_100,44,3488,31392,0.208482286,0.263412787
150,Mi_23_100,45,3479,31311,0.127441454,0.243249143
151,Mi_31_100,46,3483,31347,0.152012052,0.272640381
152,Mi_32_100,47,3479,31311,0.232228701,0.287099157
153,Mi_25_100,48,3474,31266,0.387426177,0.257245101
154,Mi_34_100,49,3473,31257,0.456810185,0.205642429
155,Mi_14_100,50,3480,31320,0.539271199,0.183528568
156,Mi_12_100,51,3486,31374,0.422800828,0.251905232
157,Mi_13_100,52,3477,31293,0.581477868,0.169361814
158,Mi_19_100,53,3482,31338,0.168018059,0.245554359
159,Mi_22_100,54,3483,31347,0.412406608,0.247899826
160,Mi_40_50,55,871,7839,0.113810658,0.210793778
161,Mi_39_50,56,872,7848,0.259239344,0.267760729
162,Mi_30_50,57,866,7794,0.44891159,0.214278911
163,Mi_38_50,58,870,7830,0.146976624,0.247323494
164,Mi_15_50,59,870,7830,0.245820407,0.311969235
165,Mi_07_50,60,869,7821,0.410889185,0.205077907
166,Mi_28_50,61,869,7821,0.245959383,0.245019402
167,Mi_35_50,62,873,7857,0.415218121,0.219369988
168,Mi_26_50,63,869,7821,0.360228801,0.242289426
169,Mi_27_50,64,871,7839,0.472630191,0.221912328
170,Mi_11_50,65,869,7821,0.08203177,0.205751975
171,Mi_09_50,66,869,7821,0.178941182,0.267707272
172,Mi_37_50,67,872,7848,0.075897116,0.168914982
173,Mi_16_50,68,868,7812,0.1579137,0.264095176
174,Mi_08_50,69,871,7839,0.334797631,0.272331524
175,Mi_17_50,70,868,7812,0.552575742,0.187318762
176,Mi_21_50,71,873,7857,0.181198672,0.232688812
177,Mi_23_50,72,868,7812,0.079297494,0.183148359
178,Mi_31_50,73,869,7821,0.125978241,0.249983792
179,Mi_32_50,74,869,7821,0.172332487,0.263087645
180,Mi_25_50,75,872,7848,0.404932021,0.253840745
181,Mi_34_50,76,871,7839,0.51637689,0.173958978
182,Mi_14_50,77,870,7830,0.610403897,0.142497499
183,Mi_12_50,78,873,7857,0.432963352,0.243788397
184,Mi_13_50,79,869,7821,0.59645015,0.161588346
185,Mi_19_50,80,867,7803,0.146259683,0.248392273
186,Mi_22_50,81,868,7812,0.458121312,0.236313865
187,BP_33_200,1,13943,125487,0.238153353,0.228964466
188,BP_40_200,2,13944,125496,0.115791215,0.14709459
189,BP_03_200,3,13942,125478,0.169486097,0.189184094
190,BP_27_200,4,13949,125541,0.105330208,0.196029657
191,BP_13_200,5,13946,125514,0.250855459,0.250551059
192,BP_14_200,6,13944,125496,0.353941774,0.223723054
193,BP_04_200,7,13950,125550,0.418351171,0.190638288
194,BP_17_200,8,13945,125505,0.388709556,0.210091103
195,BP_26_200,9,13955,125595,0.444406587,0.169173355
196,BP_16_200,10,13944,125496,0.445558618,0.199115601
197,BP_11_200,11,13946,125514,0.491984746,0.159463093
198,BP_24_200,12,13947,125523,0.431984896,0.150087775
199,BP_02_200,13,13947,125523,0.422461265,0.164044178
200,BP_28_200,14,13942,125478,0.238164459,0.238883037
201,BP_05_200,15,13946,125514,0.303661101,0.20604151
202,BP_06_200,16,13950,125550,0.33684768,0.173324871
203,BP_36_200,17,13950,125550,0.339813753,0.195909122
204,BP_31_200,18,13944,125496,0.394334855,0.19733392
205,BP_07_200,19,13948,125532,0.158221084,0.194313303
206,BP_32_200,20,13945,125505,0.313455312,0.204025876
207,BP_23_200,21,13946,125514,0.467800706,0.160124272
208,BP_39_200,22,13952,125568,0.287361197,0.193966487
209,BP_08_200,23,13945,125505,0.31208094,0.216005116
210,BP_19_200,24,13950,125550,0.364258666,0.20276386
211,BP_01_200,25,13949,125541,0.340241422,0.215239486
212,BP_30_200,26,13948,125532,0.298143145,0.288389072
213,BP_41_200,27,13944,125496,0.205390995,0.238139471
214,BP_42_200,28,13948,125532,0.342072399,0.23935251
215,BP_43_200,29,13946,125514,0.455659686,0.219069543
216,BP_33_100,30,3486,31374,0.185002429,0.218634121
217,BP_40_100,31,3489,31401,0.065993901,0.123943023
218,BP_03_100,32,3487,31383,0.112465765,0.158855887
219,BP_27_100,33,3483,31347,0.110693369,0.204490573
220,BP_13_100,34,3490,31410,0.324664316,0.262938657
221,BP_14_100,35,3487,31383,0.307395397,0.220735813
222,BP_04_100,36,3481,31329,0.48124911,0.171354044
223,BP_17_100,37,3487,31383,0.440708102,0.189471783
224,BP_26_100,38,3480,31320,0.475703771,0.151696754
225,BP_16_100,39,3489,31401,0.44694272,0.161445126
226,BP_11_100,40,3487,31383,0.541377494,0.145949583
227,BP_24_100,41,3486,31374,0.436746581,0.142408247
228,BP_02_100,42,3489,31401,0.402817084,0.157960399
229,BP_28_100,43,3487,31383,0.262607252,0.228257208
230,BP_05_100,44,3486,31374,0.288452649,0.201933632
231,BP_06_100,45,3492,31428,0.343584095,0.16846005
232,BP_36_100,46,3491,31419,0.302647218,0.178721779
